,Entry,Protein,Protein name,Gene names,Gene names (primary),yourlist
241,A0A087X1F5,A0A087X1F5,"Cytochrome c oxidase assembly protein COX16 homolog, mitochondrial (Fragment)",SYNJ2BP-COX16,SYNJ2BP-COX16,A0A087X1F5
242,A0A087X1L5,A0A087X1L5,Deleted.,,,A0A087X1L5
243,A0A087X1N2,A0A087X1N2,Deleted.,,,A0A087X1N2
244,A0A087X1P8,A0A087X1P8,Voltage-gated potassium channel subunit beta-1,KCNAB1,KCNAB1,A0A087X1P8
245,A0A087X1S2,A0A087X1S2,Deleted.,,,A0A087X1S2
246,A0A087X1T7,A0A087X1T7,Deleted.,,,A0A087X1T7
247,A0A087X1V2,A0A087X1V2,Neural cell adhesion molecule 1 (Fragment),NCAM1,NCAM1,A0A087X1V2
248,A0A087X1V9,A0A087X1V9,Deleted.,,,A0A087X1V9
249,A0A087X1W8,A0A087X1W8,Cell adhesion molecule 1,CADM1,CADM1,A0A087X1W8
250,A0A087X1Z3,A0A087X1Z3,Proteasome activator complex subunit 2,PSME2,PSME2,A0A087X1Z3
251,A0A087X208,A0A087X208,Agrin,AGRN,AGRN,A0A087X208
252,A0A087X232,A0A087X232,Complement C1s subcomponent,C1S,C1S,A0A087X232
253,A0A087X239,A0A087X239,Deleted.,,,A0A087X239
254,A0A087X240,A0A087X240,Deleted.,,,A0A087X240
255,A0A087X241,A0A087X241,Small G protein-signaling modulator 1,SGSM1,SGSM1,A0A087X241
256,A0A087X295,A0A087X295,WD repeat-containing protein 6,WDR6,WDR6,A0A087X295
257,A0A087X2A7,A0A087X2A7,Protein FAM184A,FAM184A,FAM184A,A0A087X2A7
258,A0A087X2C0,A0A087X2C0,Deleted.,,,A0A087X2C0
259,A0A087X2D5,A0A087X2D5,"39S ribosomal protein L45, mitochondrial",MRPL45,MRPL45,A0A087X2D5
260,A0A087X2I1,A0A087X2I1,26S proteasome regulatory subunit 10B,PSMC6,PSMC6,A0A087X2I1
261,A0A087X2I6,A0A087X2I6,Deleted.,,,A0A087X2I6
262,A0A087X2J2,A0A087X2J2,ADP-ribosylation factor-like protein 8A,ARL8A,ARL8A,A0A087X2J2
263,A0A088AWN2,A0A088AWN2,WD repeat-containing protein 20,WDR20,WDR20,A0A088AWN2
264,A0A096LNH6,A0A096LNH6,Dedicator of cytokinesis protein 1,DOCK1,DOCK1,A0A096LNH6
265,A0A096LNU2,A0A096LNU2,Deleted.,,,A0A096LNU2
266,A0A096LNV3,A0A096LNV3,E3 ubiquitin-protein ligase RNF114 (EC 2.3.2.27) (RING finger protein 114) (RING-type E3 ubiquitin transferase RNF114) (Zinc finger protein 313) (Fragment),RNF114,RNF114,A0A096LNV3
267,A0A096LNZ9,A0A096LNZ9,Ubiquitin-like protein ISG15 (Fragment),ISG15,ISG15,A0A096LNZ9
268,A0A096LP01,SIM26,Small integral membrane protein 26,SMIM26,SMIM26,A0A096LP01
269,A0A096LP07,A0A096LP07,COP9 signalosome complex subunit 1,GPS1,GPS1,A0A096LP07
270,A0A096LP25,A0A096LP25,AP2-associated protein kinase 1,AAK1,AAK1,A0A096LP25
271,A0A096LP49,CC187,Coiled-coil domain-containing protein 187,CCDC187,CCDC187,A0A096LP49
272,A0A096LP55,QCR6L,"Cytochrome b-c1 complex subunit 6-like, mitochondrial",UQCRHL,UQCRHL,A0A096LP55
273,A0A096LP69,A0A096LP69,CD99 antigen,CD99,CD99,A0A096LP69
274,A0A096LP75,A0A096LP75,Deleted.,,,A0A096LP75
275,A0A096LP76,A0A096LP76,Adenylosuccinate lyase (Fragment),ADSL,ADSL,A0A096LP76
276,A0A096LPC5,A0A096LPC5,WASH complex subunit 2C,WASHC2C,WASHC2C,A0A096LPC5
277,A0A096LPE2,A0A096LPE2,SAA2-SAA4 readthrough,SAA2-SAA4,SAA2-SAA4,A0A096LPE2
278,A0A096LPJ4,A0A096LPJ4,Ubiquitin-like protein ISG15,ISG15,ISG15,A0A096LPJ4
279,Q9Y4K4,M4K5,Mitogen-activated protein kinase kinase kinase kinase 5 (EC 2.7.11.1) (Kinase homologous to SPS1/STE20) (KHS) (MAPK/ERK kinase kinase kinase 5) (MEK kinase kinase 5) (MEKKK 5),MAP4K5,MAP4K5,A0A0A0MQR1
280,A0A0A0MQR2,A0A0A0MQR2,Replication termination factor 2 (Replication termination factor 2 domain-containing protein 1),RTF2,RTF2,A0A0A0MQR2
281,A0A0A0MQR7,A0A0A0MQR7,DNA-directed RNA polymerase II subunit E (RPB5 homolog),POLR2E,POLR2E,A0A0A0MQR7
282,A0A0A0MQS0,A0A0A0MQS0,PHD finger protein 20-like protein 1,PHF20L1,PHF20L1,A0A0A0MQS0
283,A0A0A0MQT0,A0A0A0MQT0,"Retinol binding protein 1, cellular (Retinol-binding protein 1)",RBP1 hCG_16055,RBP1,A0A0A0MQT0
284,A0A0A0MQU3,A0A0A0MQU3,Ubiquitin-conjugating enzyme E2 D2,UBE2D2,UBE2D2,A0A0A0MQU3
285,A0A0A0MQV0,A0A0A0MQV0,Galactocerebrosidase (EC 3.2.1.46) (Galactosylceramidase),,,A0A0A0MQV0
286,A0A0A0MQV1,A0A0A0MQV1,Corticosteroid 11-beta-dehydrogenase isozyme 1 (Fragment),HSD11B1,HSD11B1,A0A0A0MQV1
287,A0A0A0MQW0,A0A0A0MQW0,"Myelin expression factor 2 (Myelin expression factor 2, isoform CRA_b)",MYEF2 hCG_40072,MYEF2,A0A0A0MQW0
288,A0A0A0MQW9,A0A0A0MQW9,Deleted.,,,A0A0A0MQW9
289,A0A0A0MQX1,A0A0A0MQX1,Unconventional myosin-X,MYO10,MYO10,A0A0A0MQX1
290,A0A0A0MQX8,A0A0A0MQX8,Muscleblind-like protein 1,MBNL1,MBNL1,A0A0A0MQX8
291,A0A0A0MQY7,A0A0A0MQY7,VWFA and cache domain-containing protein 1,CACHD1,CACHD1,A0A0A0MQY7
292,A0A0A0MQZ4,A0A0A0MQZ4,"Protein phosphatase 1K, mitochondrial",PPM1K,PPM1K,A0A0A0MQZ4
293,A0A0A0MR09,A0A0A0MR09,Tyrosine-protein phosphatase non-receptor type 9,PTPN9,PTPN9,A0A0A0MR09
294,A0A0A0MR39,A0A0A0MR39,"Myelin expression factor 2 (Myelin expression factor 2, isoform CRA_a)",MYEF2 hCG_40072,MYEF2,A0A0A0MR39
295,H0YD33,H0YD33,Calpain inhibitor (Calpastatin),CAST,CAST,A0A0A0MR45
296,A0A0A0MR59,A0A0A0MR59,Deleted.,,,A0A0A0MR59
297,A0A0A0MR74,A0A0A0MR74,Diacylglycerol O-acyltransferase 1,DGAT1,DGAT1,A0A0A0MR74
298,A0A0A0MR85,A0A0A0MR85,Glutathione transferase (EC 2.5.1.18),GSTM4,GSTM4,A0A0A0MR85
299,A0A0A0MRA8,A0A0A0MRA8,Band 4.1-like protein 3,EPB41L3,EPB41L3,A0A0A0MRA8
300,A0A0A0MRD9,A0A0A0MRD9,Haptoglobin-related protein,HPR,HPR,A0A0A0MRD9
301,A0A0A0MRE9,A0A0A0MRE9,Deleted.,,,A0A0A0MRE9
302,A0A0A0MRF6,A0A0A0MRF6,A-kinase anchor protein 9,AKAP9,AKAP9,A0A0A0MRF6
303,A0A0A0MRG2,A0A0A0MRG2,Amyloid-beta A4 protein,APP,APP,A0A0A0MRG2
304,A0A0A0MRH2,A0A0A0MRH2,Deleted.,,,A0A0A0MRH2
305,A0A0A0MRH3,A0A0A0MRH3,Calsenilin,KCNIP3,KCNIP3,A0A0A0MRH3
306,A0A0A0MRI1,A0A0A0MRI1,GPALPP motifs-containing protein 1,GPALPP1 KIAA1704 hCG_32794,GPALPP1,A0A0A0MRI1
307,A0A0A0MRM8,A0A0A0MRM8,Unconventional myosin-6 (Unconventional myosin-VI),MYO6,MYO6,A0A0A0MRM8
308,A0A0A0MRM9,A0A0A0MRM9,Nucleolar and coiled-body phosphoprotein 1 (Fragment),NOLC1,NOLC1,A0A0A0MRM9
309,A0A0A0MRN5,A0A0A0MRN5,"Opioid growth factor receptor (Opioid growth factor receptor, isoform CRA_d)",OGFR hCG_21023,OGFR,A0A0A0MRN5
310,A0A0A0MRP6,A0A0A0MRP6,Probable global transcription activator SNF2L1,SMARCA1,SMARCA1,A0A0A0MRP6
311,A0A0A0MRP7,A0A0A0MRP7,Deleted.,,,A0A0A0MRP7
312,A0A0A0MRR2,A0A0A0MRR2,Deleted.,,,A0A0A0MRR2
313,A0A0A0MRS8,A0A0A0MRS8,Kinesin-like protein,KIF17,KIF17,A0A0A0MRS8
314,A0A0A0MRV9,A0A0A0MRV9,Protein FAM219A,FAM219A,FAM219A,A0A0A0MRV9
315,A0A0A0MRW3,A0A0A0MRW3,Protein FAM219A,FAM219A,FAM219A,A0A0A0MRW3
316,A0A0A0MRX1,A0A0A0MRX1,ELAV-like protein,ELAVL2,ELAVL2,A0A0A0MRX1
317,A0A0A0MRY0,A0A0A0MRY0,TBC1 domain family member 22A,TBC1D22A,TBC1D22A,A0A0A0MRY0
318,A0A0A0MRZ8,KVD11,Immunoglobulin kappa variable 3D-11,IGKV3D-11,IGKV3D-11,A0A0A0MRZ8
319,P06331,HV434,Immunoglobulin heavy variable 4-34 (Ig heavy chain V-II region ARH-77),IGHV4-34,IGHV4-34,A0A0A0MS12
320,P01824,HV439,Immunoglobulin heavy variable 4-39 (Ig heavy chain V-II region WAH),IGHV4-39,IGHV4-39,A0A0A0MS13
321,A0A0A0MS15,HV349,Immunoglobulin heavy variable 3-49,IGHV3-49,IGHV3-49,A0A0A0MS15
322,A0A0A0MS29,A0A0A0MS29,Mitochondrial fission factor,MFF,MFF,A0A0A0MS29
323,A0A0A0MS41,A0A0A0MS41,Deleted.,,,A0A0A0MS41
324,A0A0A0MS49,A0A0A0MS49,Deleted.,,,A0A0A0MS49
325,A0A0A0MS51,A0A0A0MS51,Actin-depolymerizing factor (Brevin) (Gelsolin),GSN,GSN,A0A0A0MS51
326,A0A0A0MS69,A0A0A0MS69,Phosphodiesterase (EC 3.1.4.-),PDE1C,PDE1C,A0A0A0MS69
327,A0A0A0MS70,A0A0A0MS70,Deleted.,,,A0A0A0MS70
328,A0A0A0MSA0,A0A0A0MSA0,Laminin subunit alpha-3,LAMA3,LAMA3,A0A0A0MSA0
329,A0A0A0MSA7,A0A0A0MSA7,Eukaryotic translation initiation factor 4 gamma 3,EIF4G3,EIF4G3,A0A0A0MSA7
330,A0A0A0MSB3,A0A0A0MSB3,Deleted.,,,A0A0A0MSB3
331,A0A0A0MSB4,A0A0A0MSB4,Oxysterol-binding protein,OSBP2,OSBP2,A0A0A0MSB4
332,A0A0A0MSD2,A0A0A0MSD2,Regulator of microtubule dynamics protein 2,RMDN2,RMDN2,A0A0A0MSD2
333,A0A0A0MSE6,A0A0A0MSE6,"BK channel (BKCA alpha) (Calcium-activated potassium channel subunit alpha-1) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha) (Slo1) (Slowpoke homolog) (Fragment)",KCNMA1,KCNMA1,A0A0A0MSE6
334,A0A0A0MSG0,A0A0A0MSG0,WAS/WASL-interacting protein family member 3,WIPF3,WIPF3,A0A0A0MSG0
335,A0A0A0MSI2,A0A0A0MSI2,Polyhomeotic-like protein 2,PHC2,PHC2,A0A0A0MSI2
336,A0A0A0MSI5,A0A0A0MSI5,Transport and Golgi organization protein 2 homolog,TANGO2,TANGO2,A0A0A0MSI5
337,A0A0A0MSJ9,A0A0A0MSJ9,Ras GTPase-activating protein 2,RASA2,RASA2,A0A0A0MSJ9
338,A0A0A0MSK2,A0A0A0MSK2,"Protein PET100 homolog, mitochondrial",PET100,PET100,A0A0A0MSK2
339,A0A0A0MSK5,A0A0A0MSK5,Torsin-1A-interacting protein 1,TOR1AIP1,TOR1AIP1,A0A0A0MSK5
340,A0A0A0MSK6,A0A0A0MSK6,Rho GTPase-activating protein 5,ARHGAP5,ARHGAP5,A0A0A0MSK6
341,A0A0A0MSL3,A0A0A0MSL3,Ubiquitin-conjugating enzyme E2 variant 1,UBE2V1,UBE2V1,A0A0A0MSL3
342,A0A0A0MSL8,A0A0A0MSL8,RBM14-RBM4 readthrough,RBM14-RBM4,RBM14-RBM4,A0A0A0MSL8
343,A0A0A0MSP3,A0A0A0MSP3,PDZ and LIM domain protein 5,PDLIM5,PDLIM5,A0A0A0MSP3
344,A0A0A0MSP7,A0A0A0MSP7,FERM and PDZ domain-containing protein 3 (Fragment),FRMPD3,FRMPD3,A0A0A0MSP7
345,A0A0A0MSQ0,A0A0A0MSQ0,Plastin-3,PLS3,PLS3,A0A0A0MSQ0
346,A0A0A0MSS3,A0A0A0MSS3,SLAIN motif-containing protein 1,SLAIN1,SLAIN1,A0A0A0MSS3
347,A0A0A0MSS4,A0A0A0MSS4,Nuclear migration protein nudC (Fragment),NUDC,NUDC,A0A0A0MSS4
348,A0A0A0MSS8,A0A0A0MSS8,Aldo-keto reductase family 1 member C3,AKR1C3,AKR1C3,A0A0A0MSS8
349,A0A0A0MSV6,A0A0A0MSV6,Complement C1q subcomponent subunit B (Fragment),C1QB,C1QB,A0A0A0MSV6
350,A0A0A0MSW3,A0A0A0MSW3,Nuclear pore complex protein Nup214,NUP214,NUP214,A0A0A0MSW3
351,A0A0A0MSW4,A0A0A0MSW4,Phosphatidylinositol transfer protein beta isoform,PITPNB,PITPNB,A0A0A0MSW4
352,A0A0A0MSX9,A0A0A0MSX9,Isoleucyl-tRNA synthetase (EC 6.1.1.5),IARS1,IARS1,A0A0A0MSX9
353,A0A0A0MT26,A0A0A0MT26,Sodium/potassium-transporting ATPase subunit alpha-3,ATP1A3,ATP1A3,A0A0A0MT26
354,A0A0A0MT32,A0A0A0MT32,Lysosomal acid lipase/cholesteryl ester hydrolase,LIPA,LIPA,A0A0A0MT32
355,A0A0A0MT35,A0A0A0MT35,Prostamide/prostaglandin F synthase,PRXL2B,PRXL2B,A0A0A0MT35
356,A0A0A0MT36,KVD21,Immunoglobulin kappa variable 6D-21,IGKV6D-21,IGKV6D-21,A0A0A0MT36
357,A0A0A0MT60,A0A0A0MT60,Deleted.,,,A0A0A0MT60
358,A0A0A0MTB8,A0A0A0MTB8,WD repeat-containing protein 36,WDR36,WDR36,A0A0A0MTB8
359,A0A0A0MTC7,A0A0A0MTC7,Laminin subunit alpha-4,LAMA4,LAMA4,A0A0A0MTC7
360,A0A0A0MTE2,A0A0A0MTE2,LIM domain only protein 7,LMO7,LMO7,A0A0A0MTE2
361,A0A0A0MTG9,A0A0A0MTG9,Deleted.,,,A0A0A0MTG9
362,A0A0A0MTH3,A0A0A0MTH3,59 kDa serine/threonine-protein kinase (Beta-integrin-linked kinase) (ILK-1) (ILK-2) (Integrin-linked protein kinase) (p59ILK),ILK,ILK,A0A0A0MTH3
363,A0A0A0MTH9,A0A0A0MTH9,TATA-binding protein-associated factor 172,BTAF1,BTAF1,A0A0A0MTH9
364,A0A0A0MTJ8,A0A0A0MTJ8,Cell adhesion molecule 1 (Fragment),CADM1,CADM1,A0A0A0MTJ8
365,A0A0A0MTM9,A0A0A0MTM9,Deleted.,,,A0A0A0MTM9
366,A0A0A0MTR1,A0A0A0MTR1,Deleted.,,,A0A0A0MTR1
367,A0A0A0MTR2,A0A0A0MTR2,Prolyl 3-hydroxylase OGFOD1,OGFOD1,OGFOD1,A0A0A0MTR2
368,A0A0A0MTR5,A0A0A0MTR5,Putative hydroxypyruvate isomerase (EC 5.3.1.22),HYI,HYI,A0A0A0MTR5
369,A0A0A0MTR7,A0A0A0MTR7,E3 ubiquitin-protein ligase RNF213,RNF213,RNF213,A0A0A0MTR7
370,A0A0A0MTS2,A0A0A0MTS2,Deleted.,,,A0A0A0MTS2
371,A0A0A0MTS7,A0A0A0MTS7,Titin,TTN,TTN,A0A0A0MTS7
372,A0A0A6YYA0,A0A0A6YYA0,Protein TMED7-TICAM2,TMED7-TICAM2,TMED7-TICAM2,A0A0A6YYA0
373,A0A0A6YYA7,A0A0A6YYA7,Deleted.,,,A0A0A6YYA7
374,A0A0A6YYB7,A0A0A6YYB7,Deleted.,,,A0A0A6YYB7
375,A0A0A6YYC3,A0A0A6YYC3,Deleted.,,,A0A0A6YYC3
376,A0A0A6YYG9,A0A0A6YYG9,Protein ARPC4-TTLL3,ARPC4-TTLL3,ARPC4-TTLL3,A0A0A6YYG9
377,A0A0A6YYH1,A0A0A6YYH1,Arpin,C15orf38-AP3S2,C15orf38-AP3S2,A0A0A6YYH1
378,A0A0A6YYH7,A0A0A6YYH7,Deleted.,,,A0A0A6YYH7
379,A0A0A6YYJ0,A0A0A6YYJ0,Protein MSANTD3-TMEFF1,MSANTD3-TMEFF1,MSANTD3-TMEFF1,A0A0A6YYJ0
380,A0A0A6YYL4,A0A0A6YYL4,Coronin,CORO7-PAM16 PAM16,CORO7-PAM16,A0A0A6YYL4
381,A0A0B4J1R2,A0A0B4J1R2,Propionate--CoA ligase (EC 6.2.1.17),ACSS3 FLJ21963 hCG_23730,ACSS3,A0A0B4J1R2
382,A0A0B4J1R6,A0A0B4J1R6,Transketolase,TKT,TKT,A0A0B4J1R6
383,A0A0B4J1R9,A0A0B4J1R9,Synaptonemal complex central element protein 1,SYCE1,SYCE1,A0A0B4J1R9
384,A0A0B4J1S8,A0A0B4J1S8,Phosphatidylinositol 4-kinase beta,PI4KB,PI4KB,A0A0B4J1S8
385,A0A0B4J1V0,HV315,Immunoglobulin heavy variable 3-15,IGHV3-15,IGHV3-15,A0A0B4J1V0
386,A0A0B4J1V1,HV321,Immunoglobulin heavy variable 3-21,IGHV3-21,IGHV3-21,A0A0B4J1V1
387,A0A0B4J1V2,HV226,Immunoglobulin heavy variable 2-26,IGHV2-26,IGHV2-26,A0A0B4J1V2
388,P01772,HV333,Immunoglobulin heavy variable 3-33 (Ig heavy chain V-III region HIL) (Ig heavy chain V-III region KOL),IGHV3-33,IGHV3-33,A0A0B4J1V3
389,P01743,HV146,Immunoglobulin heavy variable 1-46 (Ig heavy chain V-I region DOT) (Ig heavy chain V-I region HG3) (Ig heavy chain V-I region Mot),IGHV1-46,IGHV1-46,A0A0B4J1V4
390,A0A0B4J1V6,HV373,Immunoglobulin heavy variable 3-73,IGHV3-73,IGHV3-73,A0A0B4J1V6
391,A0A0B4J1V8,A0A0B4J1V8,HCG2039996 (PPAN-P2RY11 readthrough),PPAN-P2RY11 hCG_2039996,PPAN-P2RY11,A0A0B4J1V8
392,A0A0B4J1V9,A0A0B4J1V9,"Helicase, lymphoid-specific, isoform CRA_b (Lymphoid-specific helicase)",HELLS hCG_39170,HELLS,A0A0B4J1V9
393,A0A0B4J1W3,A0A0B4J1W3,"N-alpha-acetyltransferase 15, NatA auxiliary subunit",NAA15,NAA15,A0A0B4J1W3
394,A0A0B4J1X5,HV374,Immunoglobulin heavy variable 3-74,IGHV3-74,IGHV3-74,A0A0B4J1X5
395,A0A0B4J1X7,A0A0B4J1X7,"Rho GTPase activating protein 4, isoform CRA_c (Rho GTPase-activating protein 4)",ARHGAP4 hCG_39227,ARHGAP4,A0A0B4J1X7
396,A0A0B4J1X8,HV343,Immunoglobulin heavy variable 3-43,IGHV3-43,IGHV3-43,A0A0B4J1X8
397,A0A0B4J1Y8,LV949,Immunoglobulin lambda variable 9-49,IGLV9-49,IGLV9-49,A0A0B4J1Y8
398,A0A0B4J1Y9,HV372,Immunoglobulin heavy variable 3-72,IGHV3-72,IGHV3-72,"A0A087WW89,A0A0B4J1Y9"
399,A0A0B4J203,A0A0B4J203,FIP1-like 1 protein (EC 2.7.10.1) (Pre-mRNA 3'-end-processing factor FIP1),,,A0A0B4J203
400,A0A0B4J287,A0A0B4J287,COMM domain-containing protein 4,COMMD4,COMMD4,A0A0B4J287
401,A0A0B4J294,A0A0B4J294,Trafficking protein particle complex subunit 2-like protein,TRAPPC2L,TRAPPC2L,A0A0B4J294
402,A0A0B4J2A0,A0A0B4J2A0,FGGY_N domain-containing protein,,,A0A0B4J2A0
403,A0A0B4J2A2,PAL4C,Peptidyl-prolyl cis-trans isomerase A-like 4C (PPIase A-like 4C) (EC 5.2.1.8),PPIAL4C,PPIAL4C,A0A0B4J2A2
404,A0A0B4J2B4,A0A0B4J2B4,40S ribosomal protein S15,RPS15 hCG_21570,RPS15,A0A0B4J2B4
405,A0A0B4J2B5,A0A0B4J2B5,Immunoglobulin heavy variable 3/OR16-9 (non-functional) (Fragment),IGHV3OR16-9,IGHV3OR16-9,A0A0B4J2B5
406,A0A0B4J2D9,KVD13,Immunoglobulin kappa variable 1D-13,IGKV1D-13,IGKV1D-13,A0A0B4J2D9
407,A0A0B4J2E0,TVBL4,T cell receptor beta variable 12-4,TRBV12-4,TRBV12-4,A0A0B4J2E0
408,A0A0B4J2F0,PIOS1,Protein PIGBOS1 (PIGB opposite strand protein 1),PIGBOS1,PIGBOS1,A0A0B4J2F0
409,A0A0B4J2G9,A0A0B4J2G9,Deleted.,,,A0A0B4J2G9
410,A0A0B4J2H0,HV69D,Immunoglobulin heavy variable 1-69D,IGHV1-69D,IGHV1-69D,A0A0B4J2H0
411,A0A0C4DFM0,A0A0C4DFM0,Maleylacetoacetate isomerase (EC 5.2.1.2),GSTZ1 hCG_22265,GSTZ1,A0A0C4DFM0
412,A0A0C4DFM1,A0A0C4DFM1,Transmembrane 9 superfamily member,TM9SF4 hCG_38809,TM9SF4,A0A0C4DFM1
413,A0A0C4DFM3,A0A0C4DFM3,Protein prune homolog 2,PRUNE2,PRUNE2,A0A0C4DFM3
414,A0A0C4DFP6,A0A0C4DFP6,Cartilage acidic protein 1,CRTAC1,CRTAC1,A0A0C4DFP6
415,A0A0C4DFR6,A0A0C4DFR6,Deleted.,,,A0A0C4DFR6
416,Q9UBK9,UXT,Protein UXT (Androgen receptor trapped clone 27 protein) (ART-27) (Ubiquitously expressed transcript protein),UXT HSPC024,UXT,A0A0C4DFR8
417,A0A0C4DFU2,A0A0C4DFU2,Deleted.,,,A0A0C4DFU2
418,A0A0C4DFV0,A0A0C4DFV0,F-box/LRR-repeat protein 15,FBXL15,FBXL15,A0A0C4DFV0
419,A0A0C4DFX2,A0A0C4DFX2,Deleted.,,,A0A0C4DFX2
420,A0A0C4DFX4,A0A0C4DFX4,Uncharacterized protein (Fragment),,,A0A0C4DFX4
421,A0A0C4DFX9,A0A0C4DFX9,Negative elongation factor A,NELFA,NELFA,A0A0C4DFX9
422,A0A0C4DG03,A0A0C4DG03,Sulfotransferase (EC 2.8.2.-),SULT6B1,SULT6B1,A0A0C4DG03
423,A0A0C4DG37,A0A0C4DG37,Zinc finger protein 439,ZNF439,ZNF439,A0A0C4DG37
424,A0A0C4DG44,A0A0C4DG44,"Serine protease HTRA2, mitochondrial (Fragment)",HTRA2,HTRA2,A0A0C4DG44
425,A0A0C4DG51,A0A0C4DG51,Calcium-independent phospholipase A2-gamma (Fragment),PNPLA8,PNPLA8,A0A0C4DG51
426,A0A0C4DG76,A0A0C4DG76,"Hephaestin (Hephaestin, isoform CRA_c)",HEPH hCG_18329,HEPH,A0A0C4DG76
427,A0A0C4DG86,A0A0C4DG86,Syntabulin,SYBU,SYBU,A0A0C4DG86
428,A0A0C4DG89,A0A0C4DG89,RNA helicase (EC 3.6.4.13),DDX46,DDX46,A0A0C4DG89
429,A0A0C4DG97,A0A0C4DG97,FSD1-like protein,FSD1L,FSD1L,A0A0C4DG97
430,A0A0C4DGA2,A0A0C4DGA2,Enoyl-CoA delta isomerase 2 (Testicular secretory protein Li 33),ECI2,ECI2,A0A0C4DGA2
431,A0A0C4DGA7,A0A0C4DGA7,Actin-binding LIM protein 3,ABLIM3,ABLIM3,A0A0C4DGA7
432,A0A0C4DGB0,A0A0C4DGB0,Short coiled-coil protein,SCOC,SCOC,A0A0C4DGB0
433,A0A0C4DGB9,A0A0C4DGB9,Inorganic diphosphatase (EC 3.6.1.1),PPA2,PPA2,A0A0C4DGB9
434,A0A0C4DGC6,A0A0C4DGC6,"Group XIIA secretory phospholipase A2 (Phospholipase A2, group XIIA, isoform CRA_d)",PLA2G12A hCG_21046,PLA2G12A,A0A0C4DGC6
435,A0A0C4DGC9,A0A0C4DGC9,Serine/threonine-protein kinase 35 (Fragment),STK35,STK35,A0A0C4DGC9
436,A0A0C4DGG1,A0A0C4DGG1,Protein kinase C and casein kinase substrate in neurons protein 3 (Fragment),PACSIN3,PACSIN3,A0A0C4DGG1
437,A0A0C4DGG9,A0A0C4DGG9,DNA helicase (EC 3.6.4.12),CHD4,CHD4,A0A0C4DGG9
438,A0A0C4DGH2,A0A0C4DGH2,Deleted.,,,A0A0C4DGH2
439,A0A0C4DGH3,A0A0C4DGH3,Numb-like protein,NUMBL,NUMBL,A0A0C4DGH3
440,A0A0C4DGL1,A0A0C4DGL1,"Alpha-mannosidase 2x (Mannosidase, alpha, class 2A, member 2, isoform CRA_f)",MAN2A2 hCG_32578,MAN2A2,A0A0C4DGL1
441,A0A0C4DGP0,A0A0C4DGP0,Cytoplasmic phosphatidylinositol transfer protein 1,PITPNC1,PITPNC1,A0A0C4DGP0
442,A0A0C4DGQ2,A0A0C4DGQ2,Deleted.,,,A0A0C4DGQ2
443,A0A0C4DGQ6,A0A0C4DGQ6,Regulation of nuclear pre-mRNA domain-containing protein 1A,RPRD1A,RPRD1A,A0A0C4DGQ6
444,A0A0C4DGQ8,A0A0C4DGQ8,Dehydrogenase/reductase SDR family member 7B,DHRS7B,DHRS7B,A0A0C4DGQ8
445,A0A0C4DGR1,A0A0C4DGR1,CUGBP Elav-like family member 4 (Fragment),CELF4,CELF4,A0A0C4DGR1
446,A0A0C4DGS0,A0A0C4DGS0,Deleted.,,,A0A0C4DGS0
447,A0A0C4DGS1,A0A0C4DGS1,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit (Oligosaccharyl transferase 48 kDa subunit),DDOST,DDOST,A0A0C4DGS1
448,A0A0C4DGT3,A0A0C4DGT3,Epididymis secretory sperm binding protein (IQ motif and SEC7 domain-containing protein 1),IQSEC1,IQSEC1,A0A0C4DGT3
449,A0A0C4DGU3,A0A0C4DGU3,Minor histocompatibility antigen H13,HM13,HM13,A0A0C4DGU3
450,A0A0C4DGV9,A0A0C4DGV9,DNA ligase (EC 6.5.1.1),LIG4,LIG4,A0A0C4DGV9
451,A0A0C4DGW0,A0A0C4DGW0,NEDD4 family-interacting protein 2,NDFIP2,NDFIP2,A0A0C4DGW0
452,A0A0C4DGW9,A0A0C4DGW9,Deleted.,,,A0A0C4DGW9
453,A0A0C4DGX4,A0A0C4DGX4,Cullin-1,CUL1,CUL1,A0A0C4DGX4
454,A0A0C4DGX5,A0A0C4DGX5,Deleted.,,,A0A0C4DGX5
455,A0A0C4DGY2,A0A0C4DGY2,Calcium-dependent secretion activator 1,CADPS,CADPS,A0A0C4DGY2
456,A0A0C4DGY3,A0A0C4DGY3,Tetratricopeptide repeat domain 8 isoform 2 (Tetratricopeptide repeat protein 8),TTC8,TTC8,A0A0C4DGY3
457,A0A0C4DGZ0,A0A0C4DGZ0,Deleted.,,,A0A0C4DGZ0
458,A0A0C4DH01,A0A0C4DH01,DNA-directed RNA polymerase III subunit RPC5,POLR3E,POLR3E,A0A0C4DH01
459,A0A0C4DH03,A0A0C4DH03,Deleted.,,,A0A0C4DH03
460,A0A0C4DH22,A0A0C4DH22,Band 4.1-like protein 1,EPB41L1,EPB41L1,A0A0C4DH22
461,A0A0C4DH25,KVD20,Immunoglobulin kappa variable 3D-20,IGKV3D-20,IGKV3D-20,A0A0C4DH25
462,A0A0C4DH31,HV118,Immunoglobulin heavy variable 1-18,IGHV1-18,IGHV1-18,A0A0C4DH31
463,A0A0C4DH38,HV551,Immunoglobulin heavy variable 5-51,IGHV5-51,IGHV5-51,A0A0C4DH38
